# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:29:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/hiim9402.json
# init = 2 (Default)
# random
#   seed = 92123
# output
#   file = /home/lab5/output/code3-20230416112911_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,0.000121698,2.50019,2.50171,2.49882,2.49682,2.5027,2.50084,2.49954,2.49944,2.50108,2.50174,19.498,20.5943,22.4345,23.6615,24.7853,25.4076,24.8973,25.9656,30.1344,28.9812,16,29,24,21,21,32,24,26,23,18
0,0,0.000148352,2.4992,2.49964,2.50022,2.5019,2.50079,2.50146,2.50071,2.50093,2.50103,2.49981,21.5911,23.0474,25.687,27.523,28.8845,29.8584,29.1536,30.6958,36.7349,34.958,19,25,26,25,31,23,30,30,39,41
0,0,6.67121e-05,2.50075,2.49998,2.50051,2.50035,2.49999,2.50031,2.50058,2.49932,2.50104,2.49988,15.7754,16.2296,17.0453,17.5666,17.9548,18.2249,18.0409,18.4391,20.0237,19.57,9,20,16,9,26,20,18,15,15,23
0,0,0.000100354,2.50094,2.50102,2.49801,2.49919,2.4999,2.49791,2.5009,2.49868,2.5014,2.50065,17.9683,18.7752,20.1357,21.099,21.8316,22.2724,21.9919,22.7184,25.7216,24.8749,13,20,20,27,20,17,29,27,29,24
0,0,0.000122011,2.49915,2.49926,2.50078,2.50183,2.5001,2.49888,2.49961,2.49939,2.49996,2.4997,19.5012,20.5715,22.5138,23.8211,24.766,25.4057,24.9448,26.0146,30.1706,28.9864,18,21,20,23,29,23,30,29,25,21
0,0,3.20155e-05,2.50121,2.50109,2.49905,2.50079,2.49975,2.49814,2.50195,2.49898,2.49921,2.4993,13.803,13.9958,14.2962,14.5308,14.6712,14.7507,14.7332,14.8531,15.4434,15.2844,9,12,13,9,19,15,14,17,18,19
0,0,0.000158108,2.49931,2.49966,2.49824,2.5009,2.49999,2.4994,2.49949,2.50107,2.49992,2.50081,22.4229,24.0352,26.9246,29.0055,30.5457,31.6034,30.8361,32.6214,39.4541,37.5052,25,14,21,26,27,23,25,28,45,40
0,0,9.96473e-05,2.5006,2.49862,2.4985,2.49943,2.49962,2.50123,2.5005,2.5002,2.49999,2.49828,17.9131,18.6734,20.074,21.0227,21.7359,22.2513,21.8922,22.6532,25.5507,24.6918,19,11,24,19,21,29,17,32,33,19
0,0,0.000115752,2.50289,2.50042,2.50155,2.49966,2.50035,2.50123,2.49991,2.50086,2.49863,2.49927,19.1068,20.0484,21.8333,22.9678,23.8868,24.5217,24.0512,25.0577,28.7607,27.7135,15,25,22,31,19,32,26,32,31,27
0,0,0.00016929,2.50157,2.49741,2.49814,2.4989,2.49852,2.50092,2.50139,2.49952,2.49884,2.49889,23.4656,25.1625,28.4788,30.7774,32.5497,33.8605,32.9935,34.9183,42.8273,40.5299,24,22,22,28,22,34,39,24,34,50
0,0,4.08374e-06,2.49969,2.49975,2.50112,2.49929,2.49987,2.49897,2.49978,2.50022,2.50012,2.499,12.3723,12.3952,12.4491,12.4494,12.4736,12.4736,12.4756,12.4988,12.5595,12.5287,17,11,11,12,10,12,15,15,15,11
0,0,0.000104287,2.49789,2.49975,2.50209,2.4993,2.50019,2.50006,2.50204,2.50034,2.4993,2.49963,18.1877,19.0712,20.6218,21.5612,22.3431,22.8564,22.5321,23.3202,26.429,25.5541,22,11,17,25,23,16,16,26,24,29
0,0,0.000170772,2.49947,2.50046,2.49842,2.49958,2.5012,2.49996,2.49952,2.5011,2.5005,2.50066,23.551,25.4007,28.6998,31.0493,32.9196,34.1317,33.2197,35.2975,43.3736,41.0312,30,19,22,37,36,26,27,34,51,41
0,0,8.44101e-05,2.50186,2.49986,2.50023,2.49799,2.50125,2.49934,2.50046,2.49908,2.50076,2.50057,16.9105,17.511,18.6261,19.3104,19.9258,20.2587,20.0161,20.5809,22.8325,22.2085,23,22,21,11,28,12,23,17,20,24
0,0,7.60973e-05,2.49875,2.50153,2.49928,2.50218,2.50134,2.49856,2.49941,2.49879,2.49776,2.50094,16.3252,16.9243,17.8468,18.5278,18.9872,19.2528,19.0417,19.5377,21.4,20.9421,12,20,15,24,21,19,24,17,12,20
0,0,0.00013531,2.50191,2.50099,2.5001,2.49881,2.5001,2.50234,2.49996,2.49833,2.50032,2.50101,20.586,21.82,24.0541,25.5451,26.7569,27.6234,26.982,28.2295,33.3173,31.9017,19,23,25,26,28,22,29,27,37,33
0,0,0.000172409,2.50122,2.50114,2.50115,2.49971,2.4997,2.50064,2.49969,2.50074,2.50123,2.50029,23.7418,25.5977,29.0161,31.3331,33.1846,34.4939,33.5466,35.646,43.9364,41.496,21,24,25,31,36,32,40,38,47,51
0,0,2.43594e-05,2.50087,2.50093,2.50002,2.50091,2.49962,2.50124,2.49994,2.49914,2.50008,2.50125,13.3962,13.5404,13.7697,13.9353,14.0307,14.1286,14.0567,14.1644,14.6017,14.5032,14,21,11,21,20,14,20,23,9,21
0,0,0.000111305,2.5004,2.49783,2.50181,2.50016,2.5002,2.49906,2.5011,2.4991,2.50032,2.49805,18.7345,19.6179,21.3561,22.426,23.2737,23.8208,23.4587,24.331,27.8728,26.8186,26,27,21,19,26,26,21,21,33,22
0,0,0.000142613,2.49946,2.501,2.4975,2.49973,2.50122,2.50048,2.49997,2.50013,2.49987,2.4971,21.1233,22.5162,24.8887,26.6127,27.9489,28.8141,28.1657,29.5951,35.1603,33.47,20,17,32,20,33,40,28,24,35,30
0,0,0.000130267,2.49952,2.49972,2.50002,2.49825,2.50033,2.50051,2.49998,2.49976,2.50032,2.49897,20.1407,21.3248,23.4501,24.8347,25.9898,26.7466,26.1948,27.3965,32.0917,30.7159,16,24,19,24,29,26,23,28,32,39
0,0,8.30636e-05,2.50089,2.50017,2.50065,2.49915,2.50102,2.50095,2.5002,2.49918,2.50172,2.49799,16.8065,17.4152,18.5081,19.1907,19.7658,20.1271,19.8532,20.4113,22.6267,21.9403,21,16,15,18,15,19,21,18,15,22
0,0,3.22009e-05,2.50022,2.50187,2.50101,2.49921,2.49969,2.49965,2.50002,2.49975,2.50028,2.49995,13.7992,14.0178,14.3375,14.5226,14.6861,14.7895,14.7208,14.8818,15.4812,15.3145,14,14,19,22,21,10,17,15,16,19
0,0,0.000113918,2.50035,2.49972,2.50107,2.50072,2.50014,2.49815,2.49961,2.50011,2.5006,2.50008,18.9236,19.8771,21.6226,22.7622,23.6285,24.1773,23.7861,24.7548,28.4274,27.3769,16,18,21,17,24,22,23,26,23,25
0,0,4.25416e-05,2.5001,2.50142,2.5014,2.50179,2.49995,2.50057,2.49969,2.49937,2.49878,2.49949,14.3599,14.6486,15.1085,15.4091,15.6003,15.756,15.6381,15.8648,16.6931,16.4748,13,15,17,11,15,18,13,15,16,13
0,0,-6.66667e-05,2.49889,2.50091,2.49955,2.49941,2.50024,2.49822,2.50196,2.50007,2.49829,2.50121,9.40606,9.15449,8.70948,8.44864,8.27005,8.13371,8.24954,8.0462,7.40947,7.59439,7,7,12,2,10,7,12,9,12,10
0,0,0.000123494,2.50114,2.50064,2.49936,2.49977,2.49868,2.50012,2.50156,2.50077,2.49909,2.49975,19.6524,20.7317,22.6501,23.966,24.9451,25.6657,25.2125,26.2922,30.4785,29.2953,22,25,18,23,35,24,28,23,26,32
0,0,-5.44731e-05,2.49892,2.50283,2.50023,2.50072,2.49952,2.50135,2.50015,2.49954,2.50098,2.5015,9.86008,9.66586,9.26635,9.04449,8.87123,8.78211,8.84643,8.67591,8.13425,8.28425,10,10,5,7,14,10,6,5,5,8
0,0,0.000113148,2.5002,2.50015,2.49938,2.49868,2.49916,2.50069,2.50048,2.50098,2.49868,2.49947,18.8646,19.8198,21.5027,22.6202,23.5,24.1266,23.6995,24.658,28.2111,27.2108,17,20,19,21,12,36,18,11,19,27
0,0,6.91945e-05,2.49978,2.49995,2.49978,2.50183,2.50065,2.49942,2.50062,2.49981,2.4994,2.50205,15.9121,16.4033,17.2468,17.8335,18.2278,18.4833,18.3069,18.7354,20.363,19.9617,20,17,22,20,19,18,14,19,20,18
0,0,0.000147668,2.49906,2.50164,2.50025,2.50124,2.50064,2.5004,2.49938,2.49988,2.49921,2.49892,21.5312,23.0258,25.5995,27.4016,28.7656,29.704,28.9978,30.5333,36.4823,34.7575,17,16,32,23,28,26,38,26,47,25
0,0,9.282e-05,2.49966,2.49881,2.50003,2.49889,2.50041,2.49965,2.49968,2.50095,2.49857,2.50066,17.4306,18.1367,19.4264,20.2395,20.9067,21.3196,21.0139,21.7272,24.2522,23.5785,17,21,26,21,18,23,26,27,21,26
0,0,0.000103366,2.50014,2.50049,2.49888,2.49944,2.49969,2.50003,2.49917,2.50233,2.49939,2.50095,18.164,19.01,20.4605,21.4557,22.2126,22.7289,22.3461,23.2329,26.251,25.4208,18,16,20,22,29,24,22,24,25,27
0,0,9.27207e-05,2.50138,2.50128,2.49904,2.50031,2.49964,2.49949,2.50138,2.5006,2.50068,2.50122,17.4539,18.1738,19.3975,20.2573,20.8784,21.3037,21.0374,21.7063,24.2854,23.575,16,20,29,28,12,17,10,21,25,25
0,0,3.66569e-05,2.49723,2.5001,2.50044,2.50011,2.49936,2.49981,2.50135,2.50014,2.49943,2.50088,13.9968,14.2638,14.654,14.895,15.0667,15.1949,15.1316,15.3062,15.9889,15.8219,11,18,10,18,21,10,16,17,19,10
0,0,0.000213036,2.50089,2.49841,2.50115,2.49963,2.50008,2.50125,2.49873,2.50094,2.49973,2.4988,27.7669,30.4008,35.5906,39.145,42.042,44.1016,42.5525,45.9091,59.3364,55.304,18,30,37,35,39,44,46,57,73,53
0,0,0.000150169,2.50051,2.50023,2.50055,2.50074,2.50084,2.50141,2.49998,2.49986,2.49985,2.49936,21.7718,23.242,25.9313,27.7663,29.1928,30.1861,29.4452,31.0116,37.1907,35.3966,14,29,36,26,38,32,29,28,38,35
0,0,0.000132344,2.50044,2.49839,2.50082,2.49998,2.50005,2.50059,2.49889,2.49976,2.49895,2.50009,20.3215,21.4875,23.7152,25.1626,26.2979,27.0861,26.4874,27.7527,32.5461,31.2074,22,16,22,26,24,23,17,24,33,37
0,0,6.25428e-05,2.50044,2.50253,2.49889,2.4991,2.50196,2.49942,2.49953,2.50042,2.50017,2.49909,15.5186,15.9821,16.6647,17.1483,17.5593,17.7563,17.5858,17.9865,19.3957,18.9838,14,20,15,16,24,10,19,13,18,20
0,0,-1.11517e-06,2.49764,2.5012,2.50001,2.49945,2.49993,2.49855,2.49952,2.49948,2.50054,2.50047,12.1015,12.1388,12.1146,12.1016,12.103,12.0832,12.0972,12.0919,12.0885,12.0919,9,8,10,15,13,13,15,12,12,11
0,0,0.000126748,2.4989,2.50054,2.50021,2.49979,2.49942,2.50083,2.4993,2.49988,2.50083,2.5005,19.8565,21.0218,23.0432,24.398,25.4403,26.1934,25.6413,26.8062,31.2792,30.0032,17,21,19,21,28,21,26,28,26,35
0,0,0.000111073,2.49875,2.50076,2.50027,2.50093,2.49824,2.50019,2.5001,2.50004,2.50167,2.49904,18.687,19.6558,21.2985,22.4147,23.197,23.8144,23.4033,24.3186,27.8623,26.8009,14,25,21,18,23,31,23,20,25,24
0,0,5.40939e-05,2.49971,2.50063,2.49957,2.50019,2.50104,2.50029,2.4998,2.50171,2.50023,2.49925,15.0094,15.3826,15.9826,16.3902,16.7023,16.8886,16.7385,17.0873,18.2162,17.8802,14,16,18,25,13,10,12,21,15,22
0,0,2.64133e-05,2.50024,2.50012,2.4988,2.49909,2.50142,2.50114,2.50067,2.49905,2.50077,2.50144,13.4943,13.6494,13.8957,14.0674,14.2248,14.3033,14.2378,14.3452,14.8366,14.7193,14,13,9,14,15,15,18,13,10,20
0,0,-1.79364e-06,2.50048,2.5002,2.49922,2.49918,2.50119,2.50028,2.50075,2.50063,2.49864,2.49991,12.1042,12.0913,12.0637,12.0535,12.0705,12.0547,12.0637,12.0549,12.0048,12.0271,20,12,11,14,10,4,12,11,6,11
0,0,9.4885e-05,2.50026,2.50044,2.49862,2.50016,2.50008,2.50106,2.50079,2.49948,2.49967,2.49913,17.5806,18.3282,19.6015,20.4959,21.1523,21.6175,21.2941,21.9759,24.6543,23.8905,20,12,19,20,19,17,16,19,21,28
0,0,6.8594e-05,2.49911,2.49982,2.49904,2.49901,2.50058,2.4993,2.4993,2.50024,2.5007,2.49788,15.8645,16.359,17.182,17.7249,18.1629,18.4143,18.2184,18.6735,20.2988,19.7939,18,16,22,18,11,20,24,21,25,18
0,0,0.000110719,2.50051,2.50145,2.50192,2.49749,2.5007,2.50071,2.50023,2.49897,2.50021,2.50045,18.6942,19.6395,21.2958,22.2946,23.2063,23.7761,23.3576,24.2393,27.7486,26.7712,26,22,27,16,21,25,26,31,27,18
0,0,0.000171218,2.50052,2.49969,2.49964,2.4988,2.49826,2.50133,2.49922,2.49956,2.49956,2.49969,23.6162,25.43,28.7994,31.1012,32.9083,34.2705,33.2969,35.3412,43.4767,41.1216,19,34,32,31,37,27,29,46,50,43
0,0,2.88703e-05,2.49804,2.50067,2.50146,2.50111,2.49938,2.50098,2.49911,2.50067,2.49858,2.50067,13.5932,13.8019,14.1059,14.2869,14.4001,14.5147,14.4224,14.5899,15.077,14.9671,15,15,9,13,20,15,16,17,17,15
0,0,0.000103001,2.50072,2.49882,2.50011,2.49893,2.50046,2.49878,2.49926,2.49961,2.49955,2.50049,18.1489,18.9484,20.4482,21.4019,22.1825,22.6507,22.3003,23.1173,26.1841,25.3433,14,14,19,18,23,25,23,23,26,30
0,0,0.000147006,2.50037,2.49941,2.50092,2.50101,2.49847,2.49899,2.4981,2.49952,2.49956,2.50103,21.5043,22.9091,25.5317,27.2962,28.593,29.544,28.8486,30.3969,36.3158,34.6675,22,22,27,37,43,21,34,29,43,41
0,0,4.06172e-05,2.50101,2.49976,2.49949,2.50096,2.50067,2.50124,2.49963,2.49846,2.50027,2.49813,14.2665,14.5039,14.9345,15.2348,15.4378,15.5845,15.4612,15.6617,16.4805,16.229,11,16,13,17,12,16,11,19,15,15
0,0,8.00326e-05,2.50031,2.50085,2.49904,2.50114,2.49961,2.5003,2.49905,2.50098,2.49931,2.5004,16.6013,17.2013,18.199,18.9121,19.3931,19.7497,19.4804,20.0659,22.0695,21.5245,21,20,19,17,20,25,16,18,19,20
0,0,0.000102877,2.50051,2.49999,2.50008,2.49924,2.49859,2.49933,2.49855,2.49894,2.50042,2.50007,18.1364,18.9607,20.4348,21.3939,22.1251,22.6462,22.2682,23.0842,26.1829,25.3105,19,25,16,24,25,16,21,27,34,23
0,0,6.44994e-05,2.49954,2.50149,2.49837,2.50074,2.50213,2.50056,2.5008,2.50095,2.50223,2.50015,15.6224,16.1003,16.8207,17.3616,17.7633,17.9876,17.8118,18.2165,19.7205,19.27,13,21,18,18,16,12,16,25,19,24
0,0,0.000176648,2.50119,2.49821,2.50138,2.50076,2.5002,2.50091,2.50032,2.49984,2.49908,2.50011,24.133,25.9922,29.648,32.1037,34.0297,35.397,34.4147,36.5659,45.2453,42.7577,24,24,27,19,34,30,39,38,51,47
0,0,8.44905e-05,2.50138,2.49963,2.50099,2.49929,2.5014,2.5008,2.49939,2.50064,2.50037,2.49942,16.9076,17.5128,18.6478,19.3441,19.9381,20.2982,20.0041,20.6235,22.8372,22.1957,8,23,25,16,20,22,20,24,28,17
0,0,5.72216e-05,2.50096,2.49909,2.50017,2.49965,2.50011,2.49917,2.50126,2.50049,2.49906,2.49858,15.2109,15.5669,16.2457,16.6645,16.9929,17.191,17.0739,17.402,18.6228,18.2699,14,9,7,15,18,19,14,22,11,22
0,0,0.000125973,2.49907,2.49842,2.5007,2.49859,2.50099,2.49982,2.4983,2.50188,2.5005,2.50199,19.8005,20.9074,22.9649,24.2653,25.3657,26.0446,25.499,26.7306,31.0891,29.8827,16,13,21,32,27,25,28,23,42,28
0,0,3.71582e-05,2.501,2.50203,2.49925,2.50095,2.50055,2.4996,2.49843,2.50121,2.50133,2.50133,14.077,14.3222,14.6736,14.9485,15.1286,15.2378,15.1319,15.3705,16.0792,15.8856,12,13,14,15,12,13,12,18,17,14
0,0,0.000162087,2.49947,2.50075,2.5007,2.49773,2.5016,2.49991,2.49856,2.49925,2.49843,2.50021,22.7739,24.4766,27.5366,29.5514,31.3111,32.3877,31.5366,33.3788,40.5778,38.5578,19,13,18,33,33,21,41,40,39,38
0,0,6.92525e-05,2.50143,2.49934,2.49943,2.49863,2.49815,2.50082,2.5018,2.49772,2.5005,2.50031,15.942,16.3974,17.2457,17.7822,18.1884,18.5158,18.3348,18.7029,20.3942,19.9353,18,12,25,22,30,21,10,30,15,20
0,0,8.06257e-05,2.49851,2.4999,2.49961,2.49778,2.50032,2.5009,2.50074,2.50118,2.49992,2.49922,16.6093,17.2289,18.2637,18.9099,19.4739,19.8324,19.5812,20.1442,22.1804,21.5899,14,21,21,17,21,19,10,25,23,20
0,0,0.000131218,2.4991,2.50016,2.50119,2.50136,2.50046,2.50061,2.5005,2.50191,2.49962,2.49988,20.2063,21.4217,23.5899,25.0423,26.1373,26.9034,26.3552,27.6184,32.2969,30.9525,16,21,24,21,19,34,27,21,32,34
0,0,0.000207354,2.49919,2.49866,2.50085,2.49935,2.5002,2.50136,2.49963,2.50008,2.49993,2.49903,27.1179,29.6745,34.5782,37.9345,40.6808,42.6202,41.1922,44.2761,56.8944,53.1274,26,38,46,53,45,55,49,54,74,64
0,0,0.000130385,2.49998,2.49915,2.50079,2.50008,2.49873,2.50022,2.5002,2.49953,2.5001,2.49864,20.1591,21.3235,23.4821,24.8963,25.9659,26.7581,26.2186,27.4102,32.1126,30.7313,16,25,23,36,30,31,31,26,21,45
0,0,4.29737e-05,2.5004,2.4992,2.49913,2.50082,2.50093,2.50053,2.50084,2.4998,2.49917,2.50066,14.3881,14.6434,15.107,15.4307,15.6548,15.7965,15.6958,15.9145,16.7532,16.5448,8,7,11,16,16,12,15,16,20,11
0,0,0.000131222,2.50057,2.50016,2.50004,2.49766,2.49946,2.50125,2.49898,2.5005,2.49886,2.50027,20.2365,21.422,23.5633,24.9503,26.1119,26.9213,26.316,27.5803,32.2733,30.9653,32,19,17,27,31,36,24,18,38,40
0,0,9.18514e-05,2.49795,2.50001,2.50084,2.50109,2.50097,2.50222,2.5007,2.49984,2.50034,2.49922,17.3358,18.083,19.3477,20.1766,20.8009,21.25,20.9159,21.5727,24.1208,23.3831,19,14,23,28,25,21,20,29,23,22
0,0,3.13786e-05,2.50002,2.50036,2.50032,2.49897,2.49791,2.5003,2.49967,2.49959,2.50016,2.49928,13.7528,13.9474,14.2686,14.4538,14.5901,14.7259,14.6448,14.8034,15.3851,15.2151,7,12,14,18,13,11,11,11,20,19
0,0,0.000110364,2.50111,2.49996,2.50152,2.50135,2.50038,2.4992,2.49996,2.50116,2.49999,2.49989,18.6798,19.5804,21.2492,22.3371,23.1508,23.6893,23.3026,24.2389,27.6693,26.6889,17,20,36,27,29,16,21,23,23,22
0,0,5.36029e-05,2.50025,2.49991,2.50142,2.49946,2.49912,2.50095,2.50038,2.49999,2.4987,2.50189,14.989,15.339,15.9727,16.3341,16.6227,16.8497,16.6999,17.0059,18.122,17.8651,12,10,19,13,13,16,20,18,19,18
0,0,0.000105973,2.49984,2.49906,2.50067,2.50121,2.50017,2.49942,2.50011,2.50043,2.4986,2.50055,18.3424,19.1968,20.7676,21.803,22.5626,23.0752,22.7124,23.5681,26.7437,25.886,14,14,21,18,22,28,18,19,22,28
0,0,0.00022539,2.50141,2.50072,2.50104,2.50185,2.49927,2.50098,2.50053,2.49806,2.50101,2.50114,29.1395,32.1336,37.867,41.9808,45.1364,47.5012,45.8395,49.4354,65.1267,60.5206,30,36,51,47,51,36,45,51,73,70
0,0,-1.67184e-06,2.5006,2.50066,2.49929,2.49978,2.50086,2.50055,2.50105,2.50084,2.50067,2.49928,12.1113,12.1032,12.0719,12.0687,12.075,12.0669,12.076,12.0665,12.0401,12.0299,9,7,9,14,12,5,14,8,12,6
0,0,0.000117518,2.49996,2.49892,2.49973,2.49924,2.49864,2.49989,2.49906,2.49875,2.50007,2.49931,19.1812,20.1711,21.9879,23.1815,24.0921,24.7512,24.2814,25.2813,29.1827,28.0647,26,16,22,25,25,24,21,27,28,22
0,0,0.000110877,2.4987,2.49978,2.5007,2.49953,2.49985,2.49763,2.50001,2.49835,2.50028,2.50028,18.6719,19.62,21.2867,22.3594,23.2079,23.7256,23.3744,24.2482,27.7832,26.7968,21,24,18,23,24,19,24,24,27,28
0,0,3.11784e-05,2.49937,2.49919,2.50149,2.50109,2.50151,2.50187,2.50103,2.50078,2.50008,2.5012,13.7332,13.9191,14.271,14.4686,14.6257,14.7313,14.6475,14.8026,15.361,15.2227,14,10,14,11,19,11,19,15,24,16
0,0,7.15573e-05,2.49906,2.50022,2.50043,2.50044,2.49851,2.50049,2.50097,2.4985,2.49978,2.50023,16.0464,16.5753,17.4642,18.041,18.4404,18.7687,18.5693,18.988,20.7317,20.2628,20,16,14,27,24,17,12,18,20,20
0,0,0.000203768,2.49876,2.49989,2.50103,2.5001,2.499,2.49942,2.49915,2.50082,2.50061,2.50106,26.7334,29.2563,33.9665,37.2241,39.7937,41.6272,40.3139,43.3311,55.4353,51.8958,23,23,38,33,37,43,38,55,70,52
0,0,0.000115971,2.49963,2.49942,2.50286,2.49931,2.49992,2.50032,2.50014,2.4996,2.5003,2.50165,19.0608,20.0473,21.886,22.9875,23.9072,24.5318,24.0877,25.0605,28.8559,27.8229,12,21,16,28,27,30,32,29,35,22
0,0,9.36534e-05,2.49872,2.49995,2.49976,2.49988,2.4988,2.49945,2.49865,2.49841,2.50046,2.50081,17.4702,18.2225,19.5028,20.3524,20.9743,21.4229,21.0954,21.7849,24.449,23.722,15,19,23,25,15,28,21,26,27,24
0,0,9.1857e-05,2.49958,2.49983,2.50066,2.49987,2.50046,2.49996,2.49851,2.50244,2.50096,2.5004,17.3643,18.0801,19.3449,20.1527,20.7909,21.2028,20.8709,21.6296,24.1367,23.4115,15,18,26,16,21,22,22,23,25,22
0,0,0.00010792,2.49994,2.50048,2.50111,2.50023,2.50058,2.49836,2.50055,2.49926,2.50065,2.50228,18.4827,19.3856,20.9811,22.0153,22.8287,23.3229,22.984,23.8276,27.189,26.292,18,30,33,29,21,17,28,23,36,24
0,0,0.000126572,2.50063,2.50022,2.50113,2.50233,2.50064,2.49982,2.49849,2.50122,2.5004,2.50007,19.8773,20.9991,23.044,24.4363,25.4453,26.1391,25.5939,26.8127,31.2246,29.9525,20,23,21,21,20,29,27,42,28,36
0,0,0.000134298,2.5014,2.49881,2.4997,2.49991,2.50074,2.501,2.5019,2.50052,2.50052,2.49948,20.4952,21.6778,23.9225,25.4317,26.617,27.4185,26.8743,28.1136,33.0744,31.6248,14,18,21,37,27,30,34,23,27,37
0,0,0.000167146,2.501,2.5001,2.49836,2.50074,2.50092,2.50172,2.4996,2.49882,2.50056,2.50151,23.2587,24.9987,28.1796,30.4737,32.2239,33.4519,32.5218,34.4313,42.2224,40.0215,25,20,31,25,35,29,27,40,28,48
0,0,9.44691e-05,2.4986,2.50103,2.50084,2.49926,2.50118,2.50077,2.50073,2.50059,2.50001,2.50161,17.5233,18.3063,19.604,20.4308,21.1243,21.5571,21.2409,21.9434,24.5864,23.879,17,17,22,15,23,25,30,19,24,21
0,0,6.02369e-05,2.4978,2.50173,2.4986,2.49921,2.49996,2.50078,2.50244,2.49817,2.49992,2.49876,15.3405,15.8117,16.4679,16.9347,17.2909,17.5347,17.3997,17.6905,19.0614,18.669,20,19,13,23,15,18,21,8,16,19
0,0,-1.21159e-05,2.49838,2.50112,2.50024,2.50034,2.49853,2.50039,2.49809,2.49938,2.50078,2.49855,11.6066,11.577,11.4654,11.4036,11.3372,11.3281,11.3236,11.2908,11.142,11.1612,15,12,13,10,7,7,13,10,16,10
0,0,0.000105106,2.49927,2.49829,2.50052,2.50002,2.49969,2.49858,2.49921,2.49888,2.49783,2.49909,18.2706,19.1107,20.6742,21.6738,22.4384,22.9353,22.5766,23.4051,26.5514,25.6894,28,13,26,20,33,24,19,32,28,31
0,0,0.000150718,2.50081,2.49989,2.49926,2.49966,2.50014,2.50011,2.50168,2.50031,2.49965,2.50155,21.8245,23.289,25.9693,27.8196,29.2657,30.2468,29.5903,31.1316,37.3352,35.6126,22,17,26,29,32,30,29,28,31,32
0,0,3.84798e-05,2.49954,2.50008,2.5009,2.50024,2.50016,2.49904,2.49916,2.50183,2.50107,2.49868,14.1285,14.3757,14.7957,15.0466,15.2393,15.3511,15.2611,15.507,16.2337,15.9931,11,17,11,11,16,19,11,20,23,12
0,0,0.000167329,2.49841,2.49985,2.50096,2.50002,2.49943,2.50125,2.49925,2.49907,2.50137,2.49794,23.2151,25.0122,28.2791,30.4823,32.2102,33.4733,32.5457,34.4792,42.3144,39.9307,21,31,35,30,33,27,25,31,43,42
0,0,0.000117125,2.49972,2.50003,2.4993,2.49958,2.50006,2.50135,2.49929,2.49992,2.50067,2.49882,19.1475,20.1593,21.9351,23.1395,24.0714,24.7287,24.231,25.2491,29.1152,27.9727,27,23,23,18,16,32,13,35,21,30
0,0,9.43614e-05,2.50016,2.49931,2.50046,2.50162,2.4995,2.50078,2.49956,2.50064,2.49853,2.50147,17.5434,18.2665,19.5861,20.467,21.0757,21.5432,21.2025,21.9299,24.5304,23.8574,22,19,18,19,12,24,18,16,31,29
0,0,9.76429e-05,2.4994,2.49802,2.50104,2.49959,2.49928,2.50134,2.49973,2.49911,2.4993,2.49967,17.7538,18.5021,19.9234,20.7963,21.4768,21.9863,21.6191,22.348,25.1555,24.3765,18,13,20,19,28,18,22,28,29,22
0,0,0.000154514,2.49904,2.50226,2.50049,2.49996,2.49923,2.50038,2.50056,2.50086,2.50062,2.50045,22.1077,23.7285,26.5024,28.413,29.8915,30.956,30.2242,31.8935,38.4408,36.5463,29,24,20,23,23,25,33,24,50,41
0,0,0.00010805,2.49977,2.50034,2.49936,2.49841,2.49994,2.50022,2.49983,2.50073,2.50105,2.50013,18.4887,19.3938,20.9582,21.991,22.8316,23.3846,22.9849,23.8819,27.2264,26.2597,19,28,22,13,19,29,16,32,21,33
0,0,0.000106879,2.50171,2.50132,2.49975,2.49938,2.49902,2.50009,2.49984,2.49912,2.50051,2.50057,18.4412,19.3153,20.8433,21.8714,22.6557,23.2171,22.8275,23.6703,26.9758,26.0537,10,24,17,17,19,23,23,24,34,26
