# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:29:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/hiim9402.json
# init = 2 (Default)
# random
#   seed = 92123
# output
#   file = /home/lab5/output/code3-20230416112911_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,0.000172559,2.50153,2.50105,2.49947,2.50118,2.50132,2.50134,2.50043,2.49891,2.50067,2.49945,23.7629,25.6119,28.9891,31.4054,33.2675,34.5493,33.6009,35.6144,43.9608,41.5055,24,21,31,32,34,26,35,27,41,57
0,0,5.81256e-05,2.50084,2.49839,2.50053,2.50083,2.50013,2.49851,2.50041,2.50104,2.50004,2.50002,15.2622,15.6166,16.3254,16.767,17.0827,17.2736,17.1503,17.5097,18.7667,18.4141,16,18,11,26,15,16,18,16,19,19
0,0,0.000158392,2.50043,2.49936,2.50096,2.49795,2.49889,2.49978,2.50028,2.50013,2.50128,2.50141,22.4727,24.0574,27.0369,28.9654,30.5627,31.6696,30.9122,32.6488,39.5915,37.6037,20,15,21,22,28,38,21,29,40,33
0,0,0.000166614,2.50034,2.49728,2.49948,2.50209,2.50024,2.49878,2.50044,2.49895,2.50026,2.50001,23.1959,24.8714,28.1361,30.4262,32.1024,33.2469,32.448,34.3221,42.0435,39.8107,33,18,18,29,29,31,38,33,40,29
0,0,0.000117365,2.50072,2.49977,2.49922,2.49939,2.49971,2.50033,2.49835,2.50054,2.50083,2.49848,19.1846,20.1748,21.9598,23.1655,24.0965,24.7392,24.2424,25.3025,29.1717,28.011,17,17,15,20,25,32,26,27,33,29
0,0,1.41005e-05,2.50043,2.49988,2.50022,2.49805,2.49908,2.4983,2.4995,2.50022,2.49982,2.49911,12.87,12.9425,13.0803,13.1358,13.2112,13.2416,13.2285,13.3027,13.5262,13.4546,14,18,16,10,19,14,6,17,17,19
0,0,7.21246e-05,2.50092,2.5012,2.49871,2.50048,2.49996,2.49818,2.50141,2.4997,2.49948,2.50134,16.1116,16.6321,17.4839,18.0979,18.5282,18.7897,18.6396,19.0779,20.8131,20.3674,12,14,16,22,17,26,21,23,22,21
0,0,-2.39195e-05,2.50074,2.49992,2.50059,2.49863,2.49951,2.50097,2.49971,2.49815,2.49988,2.50074,11.1155,10.9908,10.8087,10.671,10.5956,10.5556,10.5818,10.4783,10.1969,10.2856,10,14,9,10,8,9,13,5,6,9
0,0,0.000108653,2.49938,2.49777,2.49963,2.50014,2.50086,2.50074,2.50108,2.50183,2.50025,2.49982,18.5246,19.3942,21.0273,22.102,22.9327,23.4821,23.0953,23.9982,27.3267,26.3645,17,16,20,28,22,22,27,28,33,30
0,0,0.00010485,2.49985,2.49955,2.49922,2.4996,2.49929,2.5001,2.49929,2.50012,2.49904,2.49912,18.2631,19.1137,20.6207,21.6343,22.396,22.9349,22.5446,23.3968,26.5329,25.6434,20,14,19,22,18,26,26,45,23,23
0,0,3.83067e-05,2.49976,2.49831,2.49832,2.49822,2.49901,2.4997,2.50008,2.50052,2.50117,2.4997,14.122,14.3397,14.7448,15.0019,15.2065,15.3453,15.2595,15.47,16.2144,15.9897,16,10,18,10,10,23,22,14,16,23
0,0,0.000103777,2.50089,2.50078,2.50036,2.49983,2.49835,2.49866,2.49902,2.50011,2.49901,2.49877,18.2066,19.0492,20.5332,21.5125,22.2358,22.754,22.3966,23.2408,26.3215,25.4396,25,18,24,20,13,30,21,25,29,38
0,0,0.00010648,2.50039,2.50115,2.49982,2.50088,2.50103,2.4991,2.49939,2.49915,2.5003,2.49992,18.3884,19.2789,20.803,21.8566,22.6488,23.1384,22.7638,23.6125,26.8903,25.9631,18,16,22,19,27,23,16,29,21,22
0,0,5.37272e-05,2.50042,2.49968,2.50042,2.50052,2.49994,2.50074,2.49975,2.49921,2.49954,2.50023,14.9987,15.3437,15.9667,16.3626,16.6483,16.8589,16.7017,17.0059,18.1541,17.8511,12,7,17,15,23,12,13,15,22,18
0,0,8.92747e-05,2.49848,2.50043,2.50033,2.50071,2.50171,2.50035,2.50123,2.49896,2.49828,2.49934,17.1731,17.8913,19.0891,19.8861,20.5067,20.8831,20.6124,21.211,23.6144,22.9613,20,14,20,18,20,18,26,22,20,29
0,0,4.47919e-05,2.50132,2.49891,2.50033,2.50014,2.50023,2.49848,2.50195,2.49987,2.5,2.49891,14.503,14.754,15.2641,15.5747,15.8102,15.9381,15.8821,16.0966,16.9953,16.7307,12,12,12,13,21,14,14,14,16,7
0,0,0.000152364,2.50079,2.50191,2.50038,2.49905,2.49985,2.49868,2.49921,2.50064,2.50077,2.50007,21.9633,23.5018,26.2146,28.0549,29.5385,30.5051,29.8044,31.4628,37.8372,35.9784,23,22,19,44,22,37,26,23,40,35
0,0,9.80217e-05,2.50086,2.49808,2.50163,2.49969,2.50035,2.49956,2.49733,2.49768,2.50098,2.50078,17.8057,18.5335,19.9731,20.8416,21.5472,21.9974,21.6154,22.3689,25.269,24.4694,17,21,22,21,31,22,29,19,27,26
0,0,5.80952e-05,2.50055,2.49944,2.49908,2.50033,2.49975,2.50046,2.4987,2.50067,2.50063,2.49968,15.256,15.6309,16.2993,16.7559,17.0733,17.3041,17.1179,17.5,18.7735,18.4039,10,18,13,16,18,22,20,20,18,20
0,0,6.24437e-05,2.50112,2.49972,2.50078,2.50054,2.49965,2.49894,2.50003,2.4996,2.49788,2.50086,15.5233,15.9304,16.6879,17.1637,17.5087,17.7372,17.5844,17.9607,19.3371,19.004,20,20,18,13,12,27,13,22,20,23
0,0,0.000142149,2.49968,2.4998,2.49898,2.49996,2.49919,2.4994,2.49922,2.50008,2.50003,2.50052,21.0901,22.4444,24.8676,26.5512,27.8167,28.7025,28.0678,29.5081,35.0446,33.4739,27,32,27,29,29,29,27,31,33,23
0,0,9.79392e-05,2.49984,2.49939,2.49798,2.4995,2.49902,2.4998,2.50034,2.50049,2.49819,2.49918,17.7819,18.5511,19.8921,20.828,21.5082,21.9918,21.6701,22.4202,25.183,24.4159,11,15,15,16,16,24,26,19,23,33
0,0,3.56924e-05,2.50019,2.50011,2.50058,2.50017,2.50008,2.50063,2.49936,2.49894,2.49873,2.49917,13.9862,14.2049,14.5851,14.8174,14.9932,15.1192,15.0161,15.1963,15.8637,15.6871,10,11,12,8,17,20,12,16,15,14
0,0,0.000115222,2.50006,2.49873,2.5016,2.49856,2.50171,2.49989,2.50119,2.50028,2.49985,2.50027,19.0137,19.9692,21.7763,22.8761,23.8459,24.4107,24.0072,24.9607,28.6828,27.6369,17,29,26,16,22,19,15,18,22,26
0,0,0.000137162,2.50031,2.49945,2.49904,2.49933,2.49951,2.49876,2.49974,2.4983,2.5008,2.49691,20.7007,21.9606,24.2533,25.8191,27.0306,27.834,27.2715,28.5559,33.7955,32.1919,31,21,20,24,18,38,30,24,28,33
0,0,5.02106e-05,2.50045,2.50013,2.49992,2.49932,2.49955,2.50068,2.49802,2.50015,2.49894,2.49935,14.7968,15.1203,15.6791,16.031,16.3051,16.504,16.3317,16.6534,17.675,17.3952,15,11,24,17,12,20,8,24,14,21
0,0,8.09217e-05,2.4994,2.50011,2.50049,2.4996,2.49989,2.50147,2.49926,2.50054,2.49949,2.49956,16.6432,17.2546,18.3071,18.9753,19.499,19.8791,19.5865,20.1683,22.2197,21.6429,15,16,20,20,27,26,23,12,21,27
0,0,9.49395e-05,2.50012,2.49913,2.49839,2.50054,2.50182,2.50135,2.50056,2.50024,2.49955,2.50045,17.5818,18.3086,19.6024,20.5099,21.1957,21.6308,21.296,22.0001,24.6614,23.9313,16,19,17,22,20,21,20,28,31,19
0,0,0.000127118,2.49864,2.49842,2.49991,2.50093,2.49816,2.50179,2.50038,2.49959,2.49937,2.50038,19.8796,21.0107,23.0794,24.4753,25.463,26.2772,25.7248,26.8602,31.3194,30.0785,20,20,25,14,23,37,36,37,36,23
0,0,0.000115023,2.49942,2.50149,2.50211,2.49753,2.50012,2.50138,2.50038,2.50047,2.50013,2.50054,18.987,20.0072,21.7656,22.8277,23.7804,24.4178,23.9595,24.9347,28.6482,27.6053,10,29,25,19,25,33,23,22,34,31
0,0,0.000154159,2.49934,2.49998,2.49974,2.49876,2.50005,2.49843,2.50043,2.50133,2.50094,2.49856,22.084,23.6381,26.4352,28.3238,29.8545,30.8294,30.1572,31.8379,38.3521,36.3855,18,27,23,22,24,20,30,26,42,26
0,0,0.000109584,2.50104,2.4994,2.50012,2.50024,2.49887,2.50002,2.49954,2.49909,2.50038,2.49908,18.6224,19.5038,21.1365,22.2173,23.0115,23.5976,23.1863,24.0716,27.5202,26.52,18,29,19,34,31,20,28,21,22,18
0,0,0.000158809,2.5009,2.49885,2.49899,2.50012,2.5018,2.50039,2.50068,2.50172,2.4992,2.50042,22.5194,24.0883,27.0401,29.0946,30.7263,31.7688,31.0004,32.7854,39.6317,37.6779,29,15,29,27,26,32,30,30,38,41
0,0,3.04597e-05,2.5,2.50041,2.49919,2.50124,2.50007,2.50125,2.49761,2.50069,2.49676,2.49882,13.7036,13.893,14.1868,14.4139,14.5437,14.6584,14.5359,14.7353,15.2285,15.1092,15,16,22,18,16,17,11,11,22,15
0,0,6.84369e-05,2.50008,2.50044,2.5001,2.50166,2.49899,2.50033,2.50103,2.49988,2.5008,2.5008,15.8703,16.358,17.1866,17.7567,18.1175,18.4158,18.233,18.6485,20.2772,19.8296,14,12,16,23,23,16,23,16,16,25
0,0,6.79744e-05,2.50105,2.49921,2.50108,2.49821,2.50152,2.49976,2.49942,2.5014,2.5002,2.50135,15.8574,16.3054,17.1636,17.6507,18.1146,18.354,18.1543,18.6231,20.1954,19.7755,14,17,15,14,16,20,26,20,23,18
0,0,0.000170191,2.49985,2.50061,2.5,2.49956,2.49881,2.49993,2.50047,2.4995,2.49986,2.49875,23.507,25.3413,28.6614,30.9502,32.7302,34.0113,33.1382,35.114,43.1593,40.7846,22,21,30,27,33,35,30,39,39,34
0,0,8.92556e-05,2.49919,2.5003,2.49964,2.50016,2.50082,2.49957,2.49899,2.49972,2.49775,2.49993,17.1842,17.8874,19.0741,19.8732,20.4862,20.8646,20.564,21.2245,23.5985,22.9718,19,28,16,22,20,20,21,22,34,18
0,0,0.000113661,2.49922,2.50061,2.50167,2.50277,2.49985,2.50194,2.49921,2.50035,2.50021,2.49846,18.8836,19.8728,21.6076,22.7769,23.5866,24.2316,23.7409,24.7213,28.3621,27.2826,22,28,21,22,36,29,24,22,29,33
0,0,-2.06296e-06,2.49895,2.49958,2.5001,2.49939,2.50082,2.49902,2.5016,2.50097,2.50054,2.49927,12.0731,12.0699,12.058,12.0382,12.0471,12.02,12.055,12.0387,12.0036,11.9964,16,16,10,11,10,7,10,15,7,4
0,0,0.000100018,2.50041,2.50002,2.49852,2.49973,2.4988,2.50109,2.50125,2.49992,2.50048,2.50089,17.9354,18.7295,20.1119,21.0715,21.765,22.298,21.9563,22.6993,25.6338,24.8215,14,24,19,21,18,25,24,26,21,26
0,0,0.000149124,2.49827,2.49795,2.50099,2.50117,2.50071,2.50045,2.50043,2.50116,2.502,2.49849,21.6356,23.085,25.8068,27.6194,29.0122,29.9676,29.278,30.8509,36.9824,35.104,16,26,34,26,22,21,27,20,33,30
0,0,4.19137e-05,2.4993,2.49847,2.49818,2.50026,2.49944,2.49893,2.50145,2.5008,2.49968,2.4993,14.3136,14.5662,15.0125,15.3328,15.5355,15.6708,15.6079,15.8255,16.6303,16.3984,15,17,11,10,14,18,16,15,13,19
0,0,0.000166199,2.50085,2.4998,2.50114,2.50063,2.49934,2.50019,2.49883,2.49845,2.50064,2.50084,23.1704,24.8898,28.124,30.3127,31.9961,33.2106,32.3166,34.2164,41.9297,39.7262,23,22,26,27,33,30,34,32,43,33
0,0,0.00010089,2.50071,2.49955,2.49999,2.49943,2.49873,2.50084,2.49936,2.50084,2.50022,2.49864,18.0014,18.791,20.23,21.1662,21.8742,22.41,22.0276,22.8438,25.7937,24.9198,24,18,11,25,25,22,20,30,33,26
0,0,4.98512e-05,2.49951,2.50114,2.50114,2.49966,2.50128,2.49859,2.50169,2.49942,2.50157,2.50125,14.7624,15.1122,15.6699,16.0049,16.2991,16.4338,16.3572,16.604,17.6744,17.3839,20,11,17,14,23,17,15,19,21,19
0,0,0.000141202,2.50077,2.50026,2.49859,2.50087,2.49802,2.49841,2.50008,2.49925,2.5002,2.50048,21.0359,22.3635,24.7397,26.4378,27.6317,28.5109,27.9362,29.3105,34.8049,33.2484,20,26,21,21,29,27,31,30,33,32
0,0,0.000154826,2.50026,2.49895,2.50097,2.49832,2.49974,2.49959,2.50027,2.50024,2.50122,2.4968,22.1615,23.6817,26.5567,28.4152,29.9612,30.9896,30.2706,31.9357,38.5533,36.4941,28,25,36,24,30,37,36,35,31,38
0,0,2.48226e-05,2.50034,2.49936,2.50069,2.49791,2.50072,2.4994,2.50012,2.50091,2.49909,2.49976,13.413,13.5461,13.8112,13.9288,14.0839,14.142,14.0976,14.2304,14.6377,14.5293,9,17,18,20,17,13,10,22,16,18
0,0,0.000125633,2.50126,2.50029,2.4979,2.49998,2.50044,2.50222,2.50098,2.49958,2.49927,2.49922,19.8177,20.916,22.8615,24.2538,25.3016,26.0538,25.5165,26.6128,30.9726,29.7282,19,26,28,20,30,36,29,25,39,39
0,0,8.14511e-05,2.50083,2.50026,2.50177,2.50002,2.49952,2.50095,2.49839,2.49953,2.50208,2.49879,16.7012,17.2963,18.3793,19.0383,19.5521,19.9324,19.6303,20.2144,22.3651,21.7077,15,13,18,24,24,15,18,23,19,16
0,0,9.74085e-05,2.49907,2.50063,2.5,2.50041,2.50054,2.50023,2.4995,2.50042,2.50173,2.50139,17.7319,18.5318,19.8791,20.7866,21.4746,21.9309,21.5843,22.3448,25.1728,24.3777,20,22,17,15,21,28,28,24,21,16
0,0,9.76504e-05,2.49925,2.5016,2.5002,2.50269,2.49924,2.49913,2.49941,2.49883,2.49933,2.50052,17.7516,18.5691,19.9074,20.8616,21.477,21.9387,21.6131,22.3429,25.1576,24.3984,20,21,15,13,18,22,36,21,19,24
0,0,9.13808e-05,2.50004,2.49992,2.50105,2.50071,2.49885,2.4993,2.49968,2.49779,2.50085,2.49973,17.3405,18.0447,19.3062,20.117,20.7001,21.128,20.8369,21.4657,24.0487,23.3169,17,20,29,19,24,22,15,23,23,30
0,0,1.46339e-05,2.50006,2.50202,2.50045,2.5002,2.50133,2.49723,2.50073,2.49946,2.49994,2.49888,12.8918,12.9999,13.1184,13.2025,13.2821,13.2701,13.2863,13.3368,13.5815,13.5027,21,16,12,8,15,17,23,9,15,17
0,0,0.000156802,2.50081,2.49845,2.50186,2.49957,2.50103,2.50046,2.50077,2.50026,2.49965,2.50053,22.3436,23.8718,26.8456,28.7605,30.3464,31.3888,30.6398,32.3313,39.0622,37.1485,21,22,26,34,29,25,25,40,37,44
0,0,5.11274e-05,2.50135,2.49996,2.49964,2.49936,2.50134,2.49998,2.50002,2.49975,2.5011,2.50073,14.8628,15.1774,15.7472,16.1123,16.4216,16.5838,16.4528,16.742,17.8345,17.5332,19,18,13,20,17,22,23,16,16,10
0,0,5.70758e-05,2.50016,2.50205,2.49922,2.49935,2.50174,2.49992,2.49912,2.49991,2.50112,2.50038,15.1901,15.6032,16.2183,16.6462,17.0062,17.1888,17.0229,17.3761,18.641,18.2839,14,18,17,24,15,16,20,17,16,21
0,0,6.14379e-05,2.49856,2.50027,2.50029,2.50079,2.50005,2.5002,2.50036,2.49914,2.49815,2.50033,15.4235,15.8704,16.5956,17.0736,17.4136,17.6521,17.4865,17.8404,19.1983,18.8587,10,14,16,23,13,16,11,16,20,12
0,0,7.62839e-05,2.49917,2.50199,2.50059,2.50014,2.50023,2.50029,2.50146,2.49979,2.5015,2.49844,16.3439,16.9456,17.8869,18.5089,18.9869,19.3079,19.1017,19.58,21.5099,20.9176,8,20,16,18,18,12,18,19,26,25
0,0,0.00012014,2.49921,2.49955,2.50039,2.50079,2.50043,2.49895,2.49987,2.50135,2.49972,2.49888,19.3619,20.4126,22.2942,23.5536,24.506,25.1222,24.6785,25.7639,29.7466,28.5801,12,13,24,25,22,21,18,18,35,27
0,0,0.000121455,2.49939,2.49901,2.49985,2.50085,2.50075,2.49882,2.50104,2.50145,2.49915,2.50111,19.4641,20.5172,22.4301,23.7254,24.702,25.3191,24.899,25.9782,30.0219,28.9129,17,28,30,22,26,33,30,21,30,23
0,0,7.12035e-05,2.49984,2.50033,2.49922,2.4988,2.50062,2.49993,2.50107,2.49999,2.50028,2.50139,16.037,16.552,17.412,17.9766,18.4414,18.7184,18.5327,18.9744,20.6876,20.2353,21,17,13,16,14,22,18,24,21,20
0,0,0.000114874,2.49982,2.49999,2.50032,2.4998,2.50021,2.50024,2.50286,2.49966,2.49948,2.50104,18.9836,19.9644,21.7104,22.8608,23.7619,24.368,23.9981,24.8913,28.5979,27.5898,13,22,23,21,24,28,20,20,20,31
0,0,0.000179999,2.50001,2.50016,2.4992,2.49876,2.50117,2.49964,2.50015,2.49995,2.50023,2.49914,24.4187,26.421,30.0859,32.6333,34.7329,36.074,35.0932,37.3407,46.44,43.7458,33,24,23,36,26,40,39,32,50,48
0,0,0.000136856,2.50053,2.501,2.49987,2.49936,2.50018,2.49949,2.4994,2.49954,2.50014,2.50023,20.6808,21.9658,24.2362,25.7765,27.0006,27.8029,27.2132,28.5369,33.6964,32.2291,16,20,18,39,21,26,30,31,38,18
0,0,0.000187912,2.50047,2.50089,2.50033,2.49992,2.4991,2.50018,2.49983,2.49782,2.49899,2.49741,25.1881,27.3554,31.3421,34.1193,36.2928,37.8584,36.7519,39.142,49.1925,46.1962,29,30,36,38,40,40,48,44,51,44
0,0,0.000142099,2.50146,2.50008,2.50035,2.49852,2.49988,2.50168,2.49989,2.50047,2.5,2.49993,21.1236,22.4459,24.8953,26.5057,27.8279,28.7593,28.0784,29.5107,35.0306,33.4425,22,19,23,26,29,28,34,30,25,37
0,0,0.000127059,2.50062,2.50011,2.4993,2.49968,2.49936,2.49928,2.49928,2.50072,2.50087,2.50165,19.9146,21.0408,23.0583,24.4368,25.4847,26.2019,25.6876,26.8807,31.3527,30.1042,18,25,21,15,19,27,25,29,25,24
0,0,0.000140074,2.50107,2.49968,2.50063,2.49954,2.49724,2.50049,2.50259,2.50027,2.49985,2.50129,20.9508,22.2422,24.6502,26.24,27.4297,28.3762,27.8213,29.1354,34.5021,33.0095,28,12,26,32,22,21,29,42,40,34
0,0,9.6476e-05,2.50078,2.50068,2.50148,2.49947,2.4997,2.49932,2.49971,2.49891,2.50034,2.50099,17.6983,18.4585,19.8154,20.6612,21.3406,21.7881,21.4708,22.1821,24.9643,24.2072,19,25,15,24,18,24,22,17,19,33
0,0,0.000106064,2.50231,2.50032,2.50051,2.49984,2.49847,2.49931,2.50054,2.49944,2.49968,2.50007,18.3942,19.2285,20.7738,21.7841,22.5364,23.0853,22.7345,23.5584,26.7908,25.8903,16,16,24,24,14,21,34,26,31,33
0,0,0.000115803,2.49873,2.50157,2.50076,2.5009,2.50054,2.50051,2.49923,2.49881,2.49935,2.49995,19.0313,20.0759,21.8217,23.0027,23.8985,24.5116,24.042,25.0145,28.7925,27.7426,17,17,19,21,23,18,20,28,36,26
0,0,0.000159479,2.49909,2.50004,2.50065,2.49999,2.50064,2.49943,2.50103,2.49933,2.50183,2.50098,22.537,24.1865,27.1766,29.1979,30.8102,31.867,31.1338,32.8439,39.9343,37.8792,21,21,27,24,32,34,33,27,47,48
0,0,0.000113622,2.49781,2.49828,2.50061,2.50115,2.50071,2.49895,2.5,2.49983,2.49925,2.49981,18.8542,19.8232,21.5804,22.7351,23.6014,24.1536,23.7542,24.7024,28.3266,27.3119,20,27,16,23,20,19,27,30,27,24
0,0,9.8261e-05,2.50015,2.49987,2.50069,2.49948,2.50047,2.50032,2.49981,2.4998,2.50109,2.50057,17.8095,18.5857,19.9782,20.8646,21.5798,22.0459,21.6996,22.4496,25.3168,24.5059,17,19,15,24,20,21,14,25,18,23
0,0,6.36069e-05,2.49922,2.49983,2.49921,2.49987,2.50046,2.50067,2.50004,2.5011,2.49905,2.49895,15.5637,16.012,16.7595,17.2618,17.6418,17.8931,17.7052,18.1184,19.5277,19.1251,10,9,15,21,11,30,17,18,23,18
0,0,0.000180874,2.50187,2.50239,2.50004,2.49906,2.49975,2.49947,2.49979,2.50106,2.49807,2.50233,24.547,26.5798,30.2438,32.8001,34.8605,36.2587,35.2612,37.5861,46.6422,44.1591,31,24,31,33,34,29,38,38,37,42
0,0,0.000116353,2.49851,2.50054,2.50019,2.50087,2.49861,2.50041,2.49991,2.50043,2.4998,2.50062,19.0673,20.1028,21.8696,23.0715,23.9288,24.5907,24.1363,25.1408,28.9234,27.8696,14,24,29,27,28,22,22,26,34,29
0,0,0.000138409,2.50085,2.50114,2.49756,2.50023,2.50027,2.49825,2.49933,2.50196,2.49932,2.49923,20.8119,22.116,24.3698,26.0196,27.248,28.0301,27.4609,28.8839,34.0596,32.554,26,18,24,21,18,20,22,32,33,36
0,0,0.000142864,2.50051,2.49905,2.50029,2.50014,2.49977,2.49878,2.49965,2.5004,2.50026,2.50025,21.166,22.4965,24.9898,26.6603,27.949,28.8088,28.1983,29.6494,35.2395,33.6358,19,21,34,31,24,22,29,19,37,32
0,0,0.000134301,2.5003,2.49924,2.50139,2.50021,2.50054,2.49943,2.50066,2.49949,2.49968,2.50004,20.473,21.6873,23.9632,25.4398,26.6122,27.3761,26.8413,28.0852,33.0471,31.6429,18,14,20,27,28,34,25,31,30,34
0,0,6.10377e-05,2.50003,2.50047,2.49758,2.49974,2.50098,2.50294,2.50121,2.5005,2.49988,2.50182,15.4223,15.8463,16.5174,17.0183,17.3893,17.6579,17.4603,17.8203,19.1744,18.8332,9,15,21,14,19,12,17,15,22,30
0,0,7.49958e-05,2.50175,2.50182,2.50031,2.49984,2.49882,2.49922,2.5021,2.50046,2.4989,2.49913,16.3047,16.8492,17.7666,18.3731,18.8186,19.1378,18.9698,19.4367,21.2497,20.7412,13,14,21,23,22,15,18,21,16,23
0,0,0.000151543,2.50009,2.50061,2.50047,2.50265,2.50042,2.50016,2.49932,2.50021,2.4977,2.49958,21.8785,23.3886,26.1088,28.0293,29.4147,30.3993,29.6641,31.2887,37.4916,35.7516,22,15,30,28,44,42,25,35,38,44
0,0,0.000165309,2.49825,2.5005,2.5007,2.50065,2.49932,2.49912,2.50134,2.50099,2.50058,2.49852,23.031,24.812,27.9862,30.1657,31.8306,32.9974,32.2287,34.1141,41.6507,39.3844,26,33,28,32,27,43,33,39,36,37
0,0,7.02283e-05,2.49929,2.5003,2.50004,2.50086,2.4999,2.50175,2.49883,2.49985,2.49915,2.50115,15.9679,16.4822,17.341,17.9175,18.3239,18.6423,18.3855,18.857,20.5151,20.0908,13,12,21,18,15,24,12,20,23,15
0,0,2.38578e-05,2.50103,2.49967,2.50047,2.50042,2.49942,2.50096,2.49916,2.49977,2.50112,2.50139,13.3724,13.4941,13.7413,13.8902,13.9871,14.0819,14.0044,14.1291,14.5626,14.4536,12,16,9,12,14,15,10,12,9,17
0,0,0.000163443,2.49925,2.50076,2.50155,2.50197,2.49966,2.50025,2.5008,2.49978,2.5008,2.49815,22.8884,24.6201,27.7484,29.8981,31.4977,32.6648,31.8602,33.6792,41.086,38.8512,31,20,18,25,30,38,35,43,36,27
0,0,7.0556e-05,2.50166,2.50042,2.49976,2.50173,2.50059,2.49814,2.49935,2.49925,2.4989,2.49981,16.0261,16.5074,17.3649,17.9653,18.3716,18.612,18.4306,18.8842,20.5599,20.1106,25,15,14,20,19,19,17,19,21,18
0,0,7.57177e-05,2.49896,2.50008,2.49954,2.49859,2.50093,2.49999,2.50236,2.49934,2.50146,2.49982,16.3047,16.8722,17.8174,18.4229,18.9377,19.2363,19.0555,19.5023,21.4189,20.8623,21,20,10,15,19,16,19,22,18,27
0,0,0.00019048,2.50099,2.49971,2.49756,2.49977,2.49999,2.49981,2.49973,2.50015,2.49881,2.49998,25.4525,27.6264,31.6617,34.5977,36.8716,38.4352,37.3071,39.8652,50.1315,47.1685,24,24,40,36,39,38,35,44,40,49
0,0,0.00017083,2.50132,2.50059,2.50029,2.50049,2.49807,2.49924,2.49958,2.49903,2.49945,2.49944,23.5998,25.4103,28.7621,31.0876,32.8279,34.1192,33.2333,35.2376,43.3467,40.9985,24,18,33,30,25,41,40,34,59,45
0,0,0.000110182,2.49911,2.50014,2.49867,2.5002,2.50099,2.50036,2.49829,2.49881,2.49911,2.50214,18.6295,19.5686,21.1693,22.2894,23.1406,23.6909,23.239,24.1547,27.6077,26.7145,27,19,25,17,17,17,26,22,30,38
0,0,3.18071e-05,2.501,2.50051,2.50025,2.49821,2.50103,2.50057,2.49994,2.50206,2.50019,2.49995,13.7891,13.9751,14.2984,14.4767,14.6723,14.768,14.6856,14.8796,15.4345,15.2717,14,10,19,16,13,16,11,15,14,21
0,0,9.82692e-05,2.50201,2.49906,2.50104,2.49783,2.49954,2.50127,2.5001,2.5018,2.49954,2.50081,17.8432,18.5714,19.9862,20.831,21.5607,22.068,21.7069,22.4959,25.279,24.5131,18,11,32,11,17,28,16,34,24,26
0,0,9.12768e-05,2.49904,2.49994,2.50159,2.4995,2.50074,2.49998,2.49963,2.49928,2.49896,2.50045,17.3162,18.0371,19.3064,20.0813,20.7267,21.1291,20.823,21.4838,23.9847,23.3164,16,16,13,27,19,20,23,29,29,22
0,0,9.80763e-05,2.50108,2.49878,2.50025,2.50035,2.49984,2.50007,2.49976,2.49997,2.50048,2.50013,17.8133,18.5508,19.951,20.8615,21.5432,22.0158,21.6749,22.4276,25.2664,24.4629,16,17,25,23,23,25,18,20,34,23
0,0,4.48267e-05,2.50009,2.5002,2.49968,2.50171,2.50011,2.50179,2.49991,2.49999,2.49901,2.49986,14.487,14.7753,15.2568,15.602,15.8114,15.9943,15.8529,16.1021,16.9829,16.7508,19,13,19,15,17,17,14,12,14,14
0,0,0.00016307,2.49961,2.50102,2.49968,2.4998,2.49927,2.50062,2.49791,2.50062,2.50042,2.50117,22.8636,24.5871,27.6447,29.7727,31.4172,32.6035,31.6987,33.6295,40.9569,38.8655,18,27,26,30,28,26,42,37,49,45
0,0,0.00016455,2.49945,2.49911,2.49918,2.49892,2.49815,2.50087,2.4996,2.4989,2.49945,2.50023,22.991,24.697,27.8371,29.9887,31.6535,32.9043,32.0296,33.8825,41.3698,39.2396,25,23,14,25,20,34,22,35,41,43
